accession	organism_name	strain	tax_id	assembly_level	assembly_status	release_date	submitter	refseq_category	sequencing_tech_raw	tech_category	biosample_accession	host	isolation_source	geo_loc_name	collection_date	total_sequence_length	total_ungapped_length	number_of_contigs	contig_n50	contig_l50	number_of_scaffolds	scaffold_n50	scaffold_l50	total_number_of_chromosomes	gc_percent	assembly_name	is_t2t_flagged	is_gapless_chromosome_level
GCA_055472635.1	Pyricularia oryzae	0-249	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000587	Oryza sativa		India	not collected	35556313	35376998	1417	58388	179	590	198844	46		52	ASM5547263v1	False	False
GCA_055472495.1	Pyricularia oryzae	YN029	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000489	Oryza sativa		China: Yunnan	2011-08-12	35743321	35581891	1799	57856	182	512	355551	28		52	ASM5547249v1	False	False
GCA_055472595.1	Pyricularia oryzae	Hei-2	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000593	Oryza sativa		China: Heilongjiang	2013-09-10	35331033	35181659	1302	57188	178	612	155823	63		52	ASM5547259v1	False	False
GCA_055472335.1	Pyricularia oryzae	YN217	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000514	Oryza sativa		China: Yunnan	2007-10-08	35318106	35152557	1318	56495	183	644	136281	74		52	ASM5547233v1	False	False
GCA_055472515.1	Pyricularia oryzae	T-1	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000604	Oryza sativa		Thailand	not collected	35904240	35644440	1853	55020	189	651	280364	37		52	ASM5547251v1	False	False
GCA_055472375.1	Pyricularia oryzae	YN132	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000503	Oryza sativa		China: Yunnan	1997-09-20	35241991	35083395	1301	54866	176	622	145456	71		52	ASM5547237v1	False	False
GCA_055472475.1	Pyricularia oryzae	YN030	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000490	Oryza sativa		China: Yunnan	2011-08-12	35670133	35497632	1836	52859	193	497	340657	28		52	ASM5547247v1	False	False
GCA_055472325.1	Pyricularia oryzae	YN451	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000544	Oryza sativa		China: Yunnan	2008-09-24	35066157	34891190	1387	52773	204	683	117202	89		52	ASM5547232v1	False	False
GCA_055472295.1	Pyricularia oryzae	YN490	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000555	Oryza sativa		China: Yunnan	2008-09-23	35138900	34776271	2775	28376	353	638	190776	49		52	ASM5547229v1	False	False
GCA_055472255.1	Pyricularia oryzae	YN567	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000561	Oryza sativa		China: Yunnan	2008-09-23	35938359	35588014	3439	27169	394	607	262046	35		52	ASM5547225v1	False	False
GCA_055472575.1	Pyricularia oryzae	RB22	318829	Scaffold	current	2026-02-24	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000588	Oryza sativa		China	not collected	35612785	35327782	3283	26749	411	549	306725	33		52	ASM5547257v1	False	False
